horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
shared,-0.3114774036111767,0.15642812884546767,-0.0036259304773610585,-0.00013749560130516713,-0.0013046662791442209,-0.0013502806067709667,-0.0005319998914455027,0.001589201398687912,0.00010099247469557369,0.0007554568460643393,0.003143865552004104,0.0020955441472898443,0.03242339658833177,0.01974537384288698,0.015554853185493047,0.012962389627648738,0.014747821673714823,0.010205866665416445,0.013161802959893642,0.011703391071942643,0.011256992933817895,0.013969472413161387
