horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.20083817265644077,0.04262000998945622,-0.009946286814599999,-0.03409645529779246,-0.040741543193300346,-0.028577037210709623,0.05091854451997223
