horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.022862514255216328,0.0001792614097121106,-0.0005219151397438965,-0.0018434951462224015,-0.012967675710785538,-0.009985384859616905,-0.010704718167765945
