split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,3554119.9229934886,186.98952966966843,0.29012663178477305,0.0,0.0
eval,cov_avgy_ridge_shared,3457206.8431413174,185.78803228318338,0.28741310680153803,55.425824175824175,0.93528986516757
