split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.0007181922069716413,0.010124305236117329,0.26846820704306507,0.0,0.0
eval,cov_y_ridge_shared,0.0007146647596267972,0.010512084047505591,0.268502512007306,41.6838931955211,-0.012778036035919513
