horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.020199380695279757,3.3687504398157196e-07,5.030355622146618e-08,7.534724287555714e-08,0.006567273808238438,0.0006069174824451716,0.0023447485288319715
