horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-0.27931096983404496,0.2049029980168087,0.003078648958174122,0.004019358756909771,0.005218492914041908,0.006381744663540716,0.009028432726971151,0.007296222428550188,0.009089615192612392,0.009854946166757687,0.011104050690850367,0.013242383942574204
