horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.199954965261458,0.1433575195034108,0.002738585414590415,-0.012653490834852876,-0.05817359231179251,0.021507269294049,-0.0019523203640214918,0.047825024221894885,0.001636012363829625,0.06112552117168514,-0.01867012761866923,0.016248401642753135
