horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,0.00020371470428277147,0.00020702288106747778,0.0002112798598426596,0.00022988586436102184,0.00021604544392497062,0.00022516380695491235,0.0002468667808781538,0.0002275203480335326,0.00020186270282235993,0.00017916032398808995,0.000202483692569591,0.00024146094574357922
