horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
shared,0.00013555363022691832,0.00013874241187350215,0.00014354116904755638,0.0001625496040726651,0.00014863591682199028,0.00015789037517799067,0.00017959604006342463,0.00016033359065017777,0.00013477545946498847,0.00011189312472290705,0.00013506902356737966,0.00017444077074533183,0.00014699161114685035,0.00014111016735173014,0.0001501468830970827,0.00016360685418270529,0.00014324961991258694,0.00015478660691387852,0.000139720942867979,0.00012913577299679453,0.00016042149466539827,0.0001648473664337436
