horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20
shared,-0.30313351764411484,0.34689765046052556,0.030412869110453135,0.0003725984043673007,0.01409737494451473,0.00788455992081365,-0.0014790138664675574,-0.032364198119204476,0.02430810811663031,0.013687921146053047,-0.02004221471299395,-0.03464675804410571,0.0020169715068173097,-0.013445615383302852,-0.05513084227341108,-0.01210172193217582,0.014818834615576575,0.05007762517484563,0.009945915327220558,-0.017371938672399778,0.003590827192122373,0.026467610506118587,-0.0007728728048789385,0.010908994750543298,-0.04237546049748543,0.010016782414705105,-0.02636924930254015,0.013356580031399874,-0.01653599124434482,-0.059031923406226115,0.028318785708224516,0.015163728534337421,0.0016172701593111791,0.018745060348466742,0.0612324893953386,0.01567021426021569,-0.02477994323100355,-0.03776268383974872,-0.019026883774920057,0.03200469583323936,0.0048546626605991475,-0.04155075550935014
