horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15
shared,-5.11490939262108e-05,-4.8961663392443735e-05,-4.196887099949002e-05,-4.686309448249496e-05,-4.788057638168453e-05,-5.7011403420109554e-05,-4.5139956446769525e-05,-5.284106267967211e-05,-5.2670122556918744e-05,-5.682021215163546e-05,-4.6575890301302374e-05,-3.6027911113435294e-05,-4.492485577446309e-05,-4.432442846389401e-05,-5.193127202718208e-05,-4.459817433783291e-05,-5.260630043863112e-05,-4.9057821455835274e-05,-5.078817593723781e-05,-4.664791185843977e-05,-5.436048301951851e-05,-4.4071965017140096e-05,-5.142773182492144e-05,-5.250742353121308e-05,-4.807040927720019e-05,-5.101509907878315e-05,-4.293093196995898e-05,-4.32186072543545e-05,-4.488030357021018e-05,-4.733754668334836e-05,-4.805232410768255e-05,-4.540031604409648e-05
