horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,-7.786282518046109e-05,-7.560504940504754e-05,-6.851536399673801e-05,-7.338933346118777e-05,-7.447803052941966e-05,-8.360293428143721e-05,-7.174470269540658e-05,-7.938379862764597e-05,-7.925222945917976e-05,-8.339679238995773e-05,-7.320984655927416e-05,-6.262123113239509e-05,-7.152273643030172e-05,-7.086262066637481e-05,-7.839550097820426e-05,-7.109600922261384e-05,-7.913197748369263e-05
