split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.0007283693559598294,0.010217318277627743,0.2734736473158723,0.0,0.0
eval,cov_forecast,0.0007632414547129267,0.01052347425226026,0.2860077225438114,44.21188630490956,-4.583284477667336
eval,bayes_cov_shared,0.0007283693559598294,0.010217318277627743,0.2734736473158723,0.0,0.0
eval,bayes_cov_horizon,0.0007283693559598294,0.010217318277627743,0.2734736473158723,0.0,0.0
eval,oracle_cov_shared,0.0006952388077754905,0.01002852493663973,0.26272067735704313,44.21188630490956,3.931994934198943
eval,oracle_cov_horizon,0.0006551733223147585,0.009375360900194259,0.25067635921704184,99.99569336778639,8.336191922909029
eval,catboost_cov_classifier_shared,0.0007248954241688317,0.01021779912894433,0.2725590023393749,22.695951765719208,0.3344545207461813
eval,catboost_cov_regressor_shared,0.0007256207868815634,0.010226762809949231,0.2737515607829453,5.624461670973299,-0.10162349089234526
eval,catboost_cov_regressor_shared_soft,0.0007248444936940419,0.010235570490022211,0.2725864346644556,50.68906115417743,0.3244234536397434
eval,catboost_cov_regressor_horizon,0.0007307982331638779,0.010238973693632667,0.2740726824708514,45.645994832041346,-0.21904675673821053
