horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,-0.007118613599328567,0.001774506409393661,0.0006426458712802424,0.0015604613352989936,-0.0015173706536713441,-0.0003075020409520862,0.0010672474688238538
