horizon,V,C,Y_1,Y_2,Y_3
1,-0.004016142806310859,-0.0038540881174173184,-0.004149395402379046,-0.0032327989690243996,-0.0040017622577098585
2,-0.003947578517073013,-0.0037714673252368857,-0.0038290764273012775,-0.0033236803152965114,-0.005545813460721713
3,-0.004809975485093714,-0.0045244826557668824,-0.005962763290695223,-0.004614693495544898,-0.006043347948619668
4,-0.007053123213579691,-0.007251332341925137,-0.008859167836534811,-0.009073241218398332,-0.008842362045844005
5,-0.009340750834677657,-0.009753933875352715,-0.01245497754939574,-0.008987374998647796,-0.008879722587694436
6,-0.010685000036670132,-0.011071926566309679,-0.010669690267964325,-0.008254558503812362,-0.008141509012208016
7,-0.010016477417977768,-0.010269395919192226,-0.010347760136083869,-0.009859906740991941,-0.008746342843652534
8,-0.013728520173643226,-0.013798768631954185,-0.013405674170816822,-0.01338453726508829,-0.010609800622752954
9,-0.014740636429740097,-0.014869053625549272,-0.013984552138705704,-0.012079006270665577,-0.009430283093030716
10,-0.013208454967103893,-0.013042567160134381,-0.011018610965524969,-0.010870927714380113,-0.009493829739951082
11,-0.010915452520855493,-0.010582423408484191,-0.009065298115487693,-0.008954849775261895,-0.008656281862528864
12,-0.010534760087348513,-0.009958513975867701,-0.007068501716470044,-0.006090255716541841,-0.007277863570351718
13,-0.008840018135513215,-0.008487778719244358,-0.004855317795334964,-0.005506125663767601,-0.00652449965183797
14,-0.010473710273807378,-0.010659969103235571,-0.006512958734205623,-0.008001169738199915,-0.007892245423735893
15,-0.008657488353875241,-0.009119663002380502,-0.007973837498120731,-0.008482254149716937,-0.008684752708404754
16,-0.011065115897835471,-0.011448006140527264,-0.010783981231507705,-0.011374343802449555,-0.010583839205994632
17,-0.012792866550779958,-0.013467098459842846,-0.010585527174289858,-0.01124850784041797,-0.010182983634469822
18,-0.014205820593718303,-0.014149257110794886,-0.010111169399203854,-0.01009612230880247,-0.007834333211488012
19,-0.015817506796761933,-0.015063257153647243,-0.0080211983037398,-0.009757703482201324,-0.008441628699539102
20,-0.017538054227549928,-0.016423099235533627,-0.006118745375100285,-0.007745862374578091,-0.008925111182704578
21,-0.017930080084466934,-0.016781433817232513,-0.007654828428684043,-0.008174500000770317,-0.012203166909572186
22,-0.0154675632421118,-0.014665792471661112,-0.010232491860093866,-0.010136326033105629,-0.013932699889446003
23,-0.015014904566985817,-0.01430796526712911,-0.010316028807099609,-0.012176811167499465,-0.01276096453355124
24,-0.01863256624378742,-0.017922606125056167,-0.011822725053794548,-0.014381194594211374,-0.014465897873495627
