horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
1,-0.002874234995254547,-0.0026971315399737772,-0.002864391381403768,-0.0019530072498403358,-0.002708697338343399,-0.0026766844780750625,-0.001977904266127311,-0.0026878555818177206
2,-0.0029592204235622003,-0.0027720308414722547,-0.0027594388287293073,-0.0022527793026021646,-0.004466390675086326,-0.002089741897041708,-0.0016799374122625566,-0.002432573830155309
3,-0.0032046901980085237,-0.0029080605446475997,-0.004290751668366619,-0.0029305537793158022,-0.004344978236195476,-0.003358888090652302,-0.0028543426976739626,-0.003751472592743927
4,-0.004615221967986056,-0.00480250662661717,-0.006296302917171284,-0.006507639855109415,-0.006265064263499155,-0.0048503715297943525,-0.00485929288973577,-0.00544222674745396
5,-0.005905552892505955,-0.006307476216860752,-0.008929095396790317,-0.005443460401444123,-0.005320125307559311,-0.0069010116940618265,-0.0065532921337386274,-0.0074504142299990075
6,-0.006508725052753608,-0.006871725784394469,-0.006486064762145499,-0.004068337260207714,-0.003949975053985019,-0.008401344619004639,-0.007653024808911609,-0.008847151727697927
7,-0.006062432296464138,-0.006297489586780592,-0.006464292798813263,-0.0059652030358471626,-0.004847938139142608,-0.0077530729614144625,-0.007289280905156357,-0.0081457458916513
8,-0.008736450427791854,-0.008803848478547404,-0.008563496062427399,-0.00851071196699904,-0.005743305768704263,-0.00954862814691298,-0.00949588789351947,-0.009532672602578311
9,-0.00998922904918206,-0.010118478292119358,-0.009469715405984756,-0.007520794951430221,-0.004907407420381309,-0.008896179968067108,-0.008922067153031565,-0.008942744353291482
10,-0.009590979672754983,-0.009418351225329842,-0.007572241123155142,-0.007372270049432144,-0.006014159939497062,-0.0070433556192879675,-0.006719337360868376,-0.006677837495996305
11,-0.008169895041918611,-0.007848721710456493,-0.006457564382329142,-0.006327567610712855,-0.0060417944485976595,-0.005319324219675993,-0.005181963645752839,-0.0049651567797007615
12,-0.00837742266788457,-0.007814776512135971,-0.005079167207924609,-0.004090179271716351,-0.005275209162764947,-0.004207567409505876,-0.0037746803050851753,-0.004046344979116875
13,-0.00717944298475052,-0.006842853577872471,-0.0033470157813445416,-0.003995287108730935,-0.005009943831372726,-0.0033968237913882702,-0.0027399394482346697,-0.003150891215500214
14,-0.008155505242567291,-0.008367199046457418,-0.004363100617803483,-0.005846264873782417,-0.005736776139958617,-0.004931974517047631,-0.004050204837276533,-0.004182316647722505
15,-0.00652367992557944,-0.00700369992461673,-0.00600689510903959,-0.006517567118060563,-0.006718897142024116,-0.004545477119804654,-0.0038117233946570257,-0.003801517275367519
16,-0.00793540661859432,-0.008346296771908835,-0.007933535213949754,-0.008517188551205241,-0.007724210558416696,-0.006052847709832908,-0.006050015912700923,-0.0057006807668373875
17,-0.008576909063025459,-0.009249469363863486,-0.006778870714394626,-0.007418552319357333,-0.006353490253070294,-0.008497921520901418,-0.007912890751179846,-0.007570739203953159
18,-0.009534955993642808,-0.00946242016953683,-0.005887133005160222,-0.005833936566223576,-0.0035777531962463056,-0.009409658635150385,-0.008968396708647394,-0.008114885432531724
19,-0.011331239847227836,-0.010564206866876012,-0.003951651938039795,-0.0056493574332589615,-0.0043576087571379485,-0.009019631298329365,-0.00862808022475037,-0.007767001013691121
20,-0.012279459846415952,-0.011157989848056046,-0.0012951798434025846,-0.0029046566566286727,-0.004124196341301094,-0.010445428652496591,-0.009987097629638697,-0.00950965816585344
21,-0.012223880997596873,-0.011062732660787554,-0.0023946969631854463,-0.0028825798916498,-0.0069003962258132575,-0.011240941010753984,-0.010879724478108557,-0.010566408225477017
22,-0.0098924377521318,-0.009054776150285576,-0.005019220249877814,-0.004930775216591719,-0.008719006287041036,-0.010736888403121677,-0.010682891625165182,-0.010716782602839384
23,-0.00972749419908375,-0.008988515715470909,-0.005252848893125562,-0.007123368107435026,-0.007711502815273929,-0.010033210248553,-0.01049072647979546,-0.010213568471522189
24,-0.012648717294980235,-0.011883208604122833,-0.0059270788388958474,-0.008488452799785507,-0.008558659491232733,-0.011363348908365737,-0.011868024559788196,-0.011740484337405727
