horizon,V,C,Y_1,N_1
1,-0.024228414590313028,-0.018358947050418486,0.03976123353124789,-0.01737277916239713
2,-0.04739088080999728,-0.025988298877491014,0.02209449590213861,0.028628831134218404
3,-0.047131983066263,-0.02082994632831602,0.038670269243685954,0.0010973685933952054
4,-0.015713548102403115,-0.01905753766814695,0.026218135265027857,-0.035547051631932176
5,0.0054148816574142175,-0.026287137715773866,0.018813950792236342,-0.05023643607177595
6,0.008808448543216807,-0.04469760231950056,0.03290206757713849,-0.04483433265941326
7,0.020677480097891,-0.050874140435230156,0.03723730301385426,-0.05439341134683221
8,0.00799645316987182,-0.04652811624653989,0.016230194699918328,-0.045070636199529765
9,-0.017912538243813392,-0.05261468691028641,0.026430089170982836,-0.02623963127642092
10,-0.059971145308652433,-0.05676771504486673,0.010372524341092683,0.042332169957848984
11,-0.07795487557340443,-0.051233940757908186,-0.020418351546381348,0.09077844207396037
12,-0.06487575612955074,-0.04579029571015856,-0.027904553581385275,0.07981576427321688
13,-0.02907109774552086,-0.022492921576487503,-0.014308652111949734,0.010535445335454013
14,-0.0023285663242497367,-0.02095161818615632,-0.024118061561170002,-0.018172488272984257
15,-0.01331974337074055,-0.02227524133838025,-0.025912409959921223,-0.006323995815944671
16,-0.02585625980671708,-0.030392256575700077,-0.02495195979779813,0.0020295561811578483
17,0.02276738900049503,-0.026045573275833026,-0.013114528694808433,-0.06585626690080068
18,0.03826933595116291,-0.012615273734607383,-0.017539725158522864,-0.09296369742686679
19,0.03413850897707472,-0.029439034112246736,0.0072243123084785804,-0.09732622935909879
20,0.019574077036469212,-0.043220685285631735,0.02864944403758263,-0.09081757582048888
21,-0.005008110548825073,-0.02745885630449156,0.016171528540657856,-0.07626335034315553
22,-0.003935303535025173,-0.0012935628505435371,-0.015195110238288019,-0.07367726599511072
23,-0.006798057981551723,0.003386625327979203,-0.019883855983862296,-0.06855505563135013
24,-0.04868666401293087,-0.019917534959224416,-0.016191970767400837,-0.014428550373806904
25,-0.07481811014072476,-0.03471848928824437,0.017029675183367662,0.010681806691849552
26,-0.08819355549347627,-0.05525182238904726,0.05313517713779171,0.027814411148234155
27,-0.09989903984534917,-0.061525391609355,0.08847745070192811,0.017149334996804006
28,-0.08912543814922147,-0.05956532973433714,0.08846608137669303,0.00844649726056118
29,-0.051325250101758826,-0.05605078120986446,0.06315122126491615,-0.013619349816292762
30,-0.006412318039017368,-0.05106500346545662,0.036345381256438054,-0.04434935381046449
31,0.026026520512503162,-0.04383938134055329,0.02010805731525594,-0.07133657252711986
32,0.030108604167626698,-0.03994751267240419,0.016816375944372925,-0.07667771791805315
33,0.01957676662735893,-0.051978393023658934,-0.0009263309874210332,-0.035602424157490355
34,-0.006557130612040553,-0.05867658618193704,-0.02256190032737387,0.0118679681960513
35,-0.056528341073252907,-0.05615157256256495,-0.0434319121140726,0.08165753480740148
36,-0.07113291084460373,-0.04649388903562526,-0.04917276688197166,0.10076300939745451
37,-0.04458467494854074,-0.03616706538647593,-0.06872124514873884,0.07445111519396455
38,-0.03673112810486369,-0.024514367797429854,-0.03597042819087523,0.03212547810165817
39,-0.04488559977374455,-0.016809964900254194,-0.023320293546605465,0.014383720565381602
40,-0.08076990593588067,-0.02886254290046346,-0.00587592219898216,0.02256854149901923
41,-0.10745613814275132,-0.04305901641974012,0.010786449434914405,0.031164181878929657
42,-0.1087712291185952,-0.04633010600397002,0.019294136337164616,0.01974624971691987
43,-0.10058199270598668,-0.057244906583195365,0.04429070978740787,-0.0011121404007949627
44,-0.07677531738133737,-0.06291335405013229,0.030360645439722757,-0.0011863809174406722
45,-0.06027343424363644,-0.05917159746219599,0.030615896375041342,-0.013357907070428419
46,-0.054768288936461525,-0.04008697876219158,0.01745130747818459,-0.02855385396694425
47,-0.04814278006663432,-0.026737550581087097,0.016290117559546645,-0.051678066924324806
48,-0.029228148700235875,-0.010112779948570936,-0.004265799208331304,-0.06510552300055378
