split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,3633388.0250740694,178.38438088504478,0.19413901433563402,0.0,0.0
eval,context_forecast,3810984.6733815675,184.7191922361979,0.2013126937511537,43.964978111319574,-3.6951250834711633
eval,aggr_y,6374781.153514575,250.3350032763915,0.2888439897727779,17.479674796747968,-48.78204196165063
eval,y_mean,6162088.824450678,242.2158821042734,0.25237401248641994,21.036585365853657,-29.996545696944413
eval,aggr_y_mix_shared,3633388.0250740694,178.38438088504478,0.19413901433563402,0.0,0.0
eval,context_ridge_shared,3635907.8558305698,178.42094730500824,0.19431567939681602,42.78455284552845,-0.09099925730362057
eval,aggr_y_ridge_shared,3636035.7288724445,178.4244317346351,0.19432759636218888,42.65165728580363,-0.09713762439776026
eval,y_ridge_shared,3637647.7343444848,178.4532455346492,0.19446146412651447,42.37023139462164,-0.1660922159226506
eval,cov_y_ridge_shared,3638404.7924032547,178.46581139849658,0.19451626860892338,42.331144465290805,-0.19432172074240942
eval,cov_horizon_ridge_shared,3637012.1615543296,178.44000665592645,0.1943988227454667,42.589118198874296,-0.1338259652351498
eval,residual_ridge_shared,3639257.8616885035,178.48238805511536,0.19459283577159425,42.15134459036898,-0.23376106936221053
eval,full_ridge_shared,3639811.571204929,178.49202500954476,0.1946325789633839,42.073170731707314,-0.2542325814514494
