horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.00012131406882176274,-0.00011571162070168893,-0.00011878234274058989,-0.00012107130211988637,-0.0001193735933940379,-0.00011890099953149943,-0.00012654798855419715
