horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-9.484737638772392e-05,-9.189668748326861e-05,-8.539106380613874e-05,-9.025645061936131e-05,-9.139075194959992e-05,-0.00010051596892254556,-8.866613242327967e-05,-9.260711655591766e-05,-9.429802675696542e-05,-9.027415256192933e-05,-9.80193558912168e-05,-8.768578264933064e-05
