horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.00012213756245216945,-0.00011914454043326004,-0.00011251460825988925,-0.00011736038809105998,-0.00011856470328891792,-0.00012768395095714071,-0.00011584603136872732
