horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,-0.040386362306907474,-0.037481343904113756,0.011767323221171851,0.009481524162755592,0.004806381374375715,-0.002161711814845062,0.0017857648962944772,-0.013294332216610692,-0.00939718549143269,0.007322174572565624,0.0028843686738935647,-0.0019370787358641357,0.005452560511323428,0.011720753366954549,-0.012589876313787754,0.005245926201062437,-0.0006484172170579377
