horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20
shared,-0.2949326404937621,0.294910198602505,0.004905404123483282,0.011854488508559897,0.0009760392033746281,0.001963434570447256,0.002171244674626463,0.0015601324143995885,-0.0033555592111414075,-0.007328178646428556,-0.006300565570221037,-0.009434489526270575,-0.00706393486119397,-0.010159354491749541,-0.0024478124236527866,-0.007098071793503957,-0.008730339212905204,-0.004716555315629792,-0.008284787694611143,-0.009815317942712776,-0.010373071936532008,-0.007836485066227437
