horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.1344104023016277,0.0005943163108408972,-0.00779278750363475,-0.006244865478726705,0.05957497782804614,0.010087500874623697,0.005693875835799903
