horizon,V,C,Y_1,Y_2,Y_3
1,0.0005078902782900967,0.0005088816511588047,0.0004981610159085726,0.0005487853307601562,0.0005216600877894409
2,0.0003149688927163426,0.00031572083248369837,0.0004040136129466455,0.00031263307599927934,0.00037302354856182584
3,0.0006544250891987903,0.0006536961698256075,0.0005964685675370022,0.0006252970558525987,0.0007515728442721727
4,0.0005598477903611752,0.0005501414506462536,0.0005992818112517829,0.0005934631711131287,0.0006483250523876467
5,0.0006068445312038132,0.0006105196000353002,0.0006457159493934569,0.0006456982124946,0.0006612144667247711
6,0.0010225820266711084,0.0010483372597780123,0.0010794493909334064,0.0010780274548473849,0.0009942654854652316
7,0.000511022732930654,0.0005367564205181189,0.00045820728991012106,0.0005686926684245629,0.0005621975083999625
8,0.00041915922730724557,0.00042652874862596923,0.000379348121831475,0.0003946393601622916,0.000374792344921968
9,9.978878220973346e-05,9.763075469451501e-05,0.00012965814592328062,8.550177005281654e-05,7.799893031493554e-05
10,-0.0001774820702496598,-0.00016742729824908612,-0.0001398065788658307,-0.0001403096476842315,-0.00014093124869003215
11,0.000291623575704903,0.00030825689554398865,0.00021931811396428937,0.00032244092523086036,0.00039136287199192606
12,0.0001374630283278172,0.00015266136129147193,8.226015761401281e-05,0.00017858390015903656,0.00021843150913022235
13,-9.023115301105537e-05,-7.605122556260777e-05,-0.00010687728981106507,-2.7352455685513837e-05,-1.6487789828514796e-06
14,-4.9531711543383856e-05,-5.0733723812041055e-05,-5.0286290165445016e-05,-7.013428175561644e-05,-6.2728883617355585e-06
15,-0.00023298591998944504,-0.00023849789554383167,-0.0001979854061426263,-0.00018738243098863228,-0.0002263104213791071
16,0.00029142594152853477,0.00028915293827388484,0.00027744212996827364,0.0003999885485058488,0.00031999246883956787
17,-0.00010389627659128439,-9.297589067833851e-05,-5.9165601972964274e-05,8.758103019412587e-06,-2.2574306603690937e-05
18,-0.00011930650776895272,-0.0001212730567654022,-9.956661261187205e-05,-6.87908581438174e-05,-8.450748784901086e-05
19,0.00039294507575010125,0.00037416576316646663,0.00042621424849329735,0.0004120616223643687,0.00033978279856210924
20,0.000227372870905926,0.00021488636905172295,0.0003013109539577094,0.0002866689267168857,0.0002149303640588018
21,0.0004707721110833688,0.0004554157757996825,0.0004973439698680131,0.00044030534792200435,0.00034657994792806934
22,0.0005519429096636772,0.0005325790543280325,0.0005188967629333892,0.000468089340660861,0.0003606619864860932
23,0.0007846518922257164,0.0007687948317216342,0.0008393514972639128,0.0007772329025705205,0.0006802391966887181
24,0.0002777933126634914,0.0002731002472817423,0.00023724953805413104,0.0002453306072387598,0.00021998382163297795
