horizon,V,C,Y_1,Y_2,Y_3
1,-0.2786658304168056,0.2336026349003506,0.01737737288780466,0.017266163097038524,0.016839065414905686
2,-0.3230968050633035,0.2646034077528233,0.016310929055413828,0.02350150628537006,0.028694040044486446
3,-0.2745881810611901,0.20738401282879437,0.014768398821026684,0.02894410895749721,0.03364128016132831
4,-0.20022995267841626,0.15630369982778233,0.010994331963918825,0.020298009582678286,0.026754821575889955
5,-0.17229423951607323,0.1407514698384403,0.009997470470569538,0.021179967365463438,0.01639525228238349
6,-0.25558161317163913,0.23425828238341329,0.0014535192295928381,0.019041421032093487,0.021335600743797603
7,-0.266344987150234,0.2320126035426906,0.016806888873899934,0.0168767970964633,0.019275159328995106
8,-0.2563625227149323,0.20419126928156614,0.024328337530983127,0.020135327997471242,0.016988834812537566
9,-0.30580966518420577,0.25499248153050813,0.017962244618602415,0.02345205961854277,0.01837509544474376
10,-0.3001245059124114,0.23286935954355859,0.01844303857194067,0.02575081394750209,0.02764856336616555
11,-0.2519173697034073,0.18297964586177404,0.012921579386028711,0.022353664613993327,0.035307262145088676
12,-0.20819757926145271,0.14249969526195502,0.01987446386859143,0.020248956195539923,0.02424725409626011
13,-0.1552103396331414,0.08684332192030658,0.024150735996530438,0.0211145138359525,0.01754419763642609
14,-0.18092811114801302,0.10499378389964194,0.020616970818630523,0.024140870663060247,0.02337068073558659
15,-0.21375273842827677,0.15755589188771524,0.010329375846275147,0.020917025737344972,0.025788799481658103
16,-0.17347898130196862,0.10784488647685782,0.022472664621924647,0.017225744316251016,0.02774610906670017
17,-0.2195350049696804,0.14554047928242025,0.018225981114344102,0.021294284945442048,0.028757462535514956
18,-0.27270775069839037,0.20866659208083474,0.018429866407236716,0.016973705165334883,0.024494474088862406
19,-0.23835366932447122,0.17644874386053183,0.011647104644694142,0.021768374971002948,0.022227200195080454
20,-0.22491546602338883,0.15436731798033074,0.015015602225327676,0.023750898215670318,0.0223416531920605
21,-0.20460461162167232,0.11457619136244439,0.031070745799765855,0.022287662735676537,0.026203282784668575
22,-0.20417354149325972,0.13657277125660608,0.021625792124280792,0.017259517759479044,0.03019626817448867
23,-0.2656435181058141,0.18929436160898097,0.01787114763932634,0.023375324722277248,0.03309504267985199
24,-0.331860080919794,0.24750112085851508,0.011926139290882043,0.026363146016618728,0.036469689682088455
