horizon,V,C,avgy
1,-0.283927999598633,0.2463026896040316,0.04360777179663167
2,-0.33288983440307834,0.29142747441564304,0.05075228125810181
3,-0.28565677875999657,0.2412577317236303,0.05368412780580704
4,-0.20471015849961055,0.17991021899264947,0.0383668404386707
5,-0.17233124170862765,0.15299810640198602,0.035039939433412874
6,-0.2559940971082839,0.24801351051748363,0.02816899846419969
7,-0.26702585015456853,0.2411034551428455,0.04444954218249979
8,-0.25603430302987273,0.21199624939686798,0.05305058461191665
9,-0.30532278289966513,0.26344243319865257,0.05041983420854109
10,-0.30028085581570185,0.24533927601430447,0.058972879516234186
11,-0.2512313210178016,0.19701719628871586,0.055264108410436344
12,-0.2087343982943726,0.1559610903848748,0.05093075318502684
13,-0.1572420526878209,0.10013721070644051,0.05120649053536684
14,-0.1824557040802082,0.1190867665366489,0.055185947307530174
15,-0.21744007439579144,0.17561441730938043,0.04233427784402491
16,-0.1771111623152547,0.12515819322580654,0.053433865072772556
17,-0.21974304995809033,0.1597408628014099,0.05399685297582032
18,-0.27362898254287443,0.22154108413837156,0.04761488835006645
19,-0.23907447748431557,0.19083689168032747,0.04143379711215627
20,-0.22648882429343364,0.1699202447367725,0.04641461818570886
21,-0.20605650687580948,0.12978549298514408,0.06526631541800403
22,-0.20620839548071718,0.154228328721168,0.053268401402332556
23,-0.2696443755450304,0.2114765455969616,0.05602775345753598
24,-0.3354569203544189,0.27051686424194393,0.05491493510986646
