horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.1417784498049582,0.009176684673437501,0.011744515958984736,0.012322386588506186,0.03908070632613406,0.03293214581344353,0.03528058304745072
