horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.03102147264902273,0.0004897196119113376,0.0003481506159671036,0.0016059141508262015,-0.009221319756189998,-0.008407066006644667,-0.0074134515720253565
