split,baseline,mse,mae,nmse,relative_nmse_improvement_pct
eval,vanilla,743.5791625976562,11.858372688293457,0.2670729160308838,0.0
eval,context_forecast,787.9491577148438,12.248360633850098,0.2828547954559326,-5.909202575683594
eval,horizon_knn_weighted,1251.6368390112627,18.299899694225,0.4503521297216536,-68.62515915675095
eval,horizon_knn_mean,1193.104248046875,17.982717514038086,0.4300358295440674,-61.01813507080078
eval,residual_knn_weighted,1357.0563010170374,16.51717120439035,0.5022153376114831,-88.04427834734388
eval,horizon_mix_scalar,731.2322769410091,11.834980615537518,0.2620893220180624,1.866005017238475
eval,residual_mix_scalar,743.8254183370778,11.93577525987002,0.2672491068616205,-0.06597105889851736
eval,residual_ridge_shared,744.8720395355923,11.955779415451843,0.26753211910207747,-0.17193921346205687
eval,residual_ridge_horizon,887.6712646484375,13.353282928466797,0.3241198658943176,-21.360065460205078
eval,horizon_ridge_shared,710.6561689731716,12.01615014742067,0.25680239907675917,3.8455853580214616
eval,full_ridge_horizon,1607.4256591796875,18.171213150024414,0.558164119720459,-108.99315643310547
eval,horizon_mix_scalar_eval_fit,730.8070669793228,11.902367352706719,0.261836277207227,1.9607524796903086
eval,residual_mix_scalar_eval_fit,742.8574784038918,11.886920980623774,0.26683572755254753,0.08881038252071609
eval,residual_ridge_shared_eval_fit,742.5943306048262,11.884180917856463,0.266888068527443,0.06921237323046327
eval,residual_ridge_horizon_eval_fit,627.0990600585938,10.82762336730957,0.22366440296173096,16.25343132019043
eval,horizon_ridge_shared_eval_fit,699.2793637811855,12.263295064858676,0.25384888877290646,4.951466983064704
eval,full_ridge_horizon_eval_fit,490.07318115234375,10.559178352355957,0.17775161564350128,33.44453811645508
