horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-0.31212697155721036,0.2872945678241361,-0.030999024290986204,-0.006456198706442683,0.006677215388610931,0.04877881756047429,0.004067847632232769,0.011345597690097008,-0.007966528460975094,0.006716860716563182,0.00971980157610965,-0.015122442204569183
