horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.2876783180482882,0.27343285470224776,-0.004148155160325083,-0.009449972313930471,-0.006940047216738297,-0.016562549839498092,-0.015291872268457712,0.01745212999147288,-0.0111546155410596,-0.008829844729369126,0.005265270395063212,-0.011571130331238947
