horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.1526047421305715,0.09907767837280228,0.006641330269312918,0.008410677013255713,0.012502068410882344,0.014570542883847553,0.015304868023513206
