horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,-0.00018423552749494425,-0.00017371952653611397,-0.00016103742318722544,-0.00016247469626132484,-0.0001786271001826699,-0.0002005923419359186,-0.00022701232594917218,-0.00018362363283068778,-0.0001795470897152209,-0.00023451466998870594,-0.00021708253261531132,-0.0002348729663434618,-0.00021640718262420035,-0.00020777707797405885,-0.0002084372493468957,-0.0002028423158225999,-0.00017205962812227158
