split,baseline,mse,mae,nmse,relative_nmse_improvement_pct
eval,vanilla,1873304.75,160.81039428710938,0.17399710416793823,0.0
eval,context_forecast,1932660.375,159.84439086914062,0.16260991990566254,6.544467449188232
eval,horizon_knn_weighted,6405394.210179077,232.0385234559746,0.2570153803093017,-47.71244701936881
eval,horizon_knn_mean,5495501.0,224.08424377441406,0.23770245909690857,-36.61288070678711
eval,residual_knn_weighted,2288924.638497324,171.0534433475002,0.20544963394818266,-18.076467381829026
eval,horizon_mix_scalar,1942289.0439028332,159.40061241572292,0.1676917127620761,3.623848474958707
eval,residual_mix_scalar,1863781.0758723258,158.65249214124088,0.16874735203112232,3.0171491427518067
eval,residual_ridge_shared,1878014.597721516,159.78656326796434,0.17255055243237818,0.8313654083368349
eval,residual_ridge_horizon,1986097.0,161.8332061767578,0.17840570211410522,-2.533719062805176
eval,horizon_ridge_shared,1881060.9784115017,159.53619072013987,0.17083985598078782,1.8145406512645752
eval,full_ridge_horizon,2067818.375,163.51910400390625,0.17704299092292786,-1.75053870677948
eval,horizon_mix_scalar_eval_fit,1873304.62931042,160.81038715397207,0.17399709755872614,3.798460972027598e-06
eval,residual_mix_scalar_eval_fit,1862642.2830819779,158.9984785281753,0.16959371838598744,2.530723601986352
eval,residual_ridge_shared_eval_fit,1812369.9295929612,159.35347825719077,0.1728432641131463,0.6631375046783978
eval,residual_ridge_horizon_eval_fit,1379676.25,167.58396911621094,0.23044821619987488,-32.44370651245117
eval,horizon_ridge_shared_eval_fit,1774975.0718318245,162.52431771846213,0.18335511717577863,-5.378257904113302
eval,full_ridge_horizon_eval_fit,1255181.375,168.30271911621094,0.22876431047916412,-31.47593116760254
