horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
shared,-0.18844796493369792,0.12016935754294755,0.0020696397212171007,-0.0005767739827046437,-7.924133904332268e-05,-0.00032582075192524613,0.00029169082029202234,0.00082227363155458,-0.0009186763116727492,-0.000558796006434712,-0.0014072590593875165,-0.0007105576739650904,-0.003960359381300141,0.005100928034269811,0.007451793634249257,0.007514386772773694,0.005174883399655276,0.0048230364669085745,0.011162936642598896,0.009915803233755734,0.010864263821440536,0.016391019379951664
