horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-0.16488685543332834,0.10551256913457574,0.0028903158005307273,0.002959104364321231,0.005233695236704455,0.005764823212015289,0.005633983473927953,0.006678941906566662,0.007730601929157335,0.008271418538559588,0.007638992942741384,0.01085668401496054
