horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.12531166996464524,5.605475282649913e-06,0.004973456694722237,0.006161983409618672,0.05216305653789026,0.04268382983095932,0.04457113497721826
