horizon,V,C,avgy
1,0.001089258631973936,0.001127593601603738,0.0012406510038345663
2,0.0006504409287853978,0.0006827200677680504,0.0007802110862098651
3,0.0009550118988607048,0.0009843422393572875,0.0010671087413280976
4,0.0008520927201691406,0.000860258848995125,0.0009659806684518871
5,0.0009965395334746178,0.0010151124002197472,0.0010768593027666348
6,0.0015447398748968217,0.0015554711675049375,0.0016239561418142636
7,0.0008113104987982637,0.0008160326758847112,0.0008368758812758512
8,0.0005297141865959468,0.0005301800086616659,0.0004461942379780117
9,0.00012302382365046618,0.000127497791788113,8.496254799858937e-05
10,-0.00014511058323011475,-0.0001437035024135133,-0.0001375233631758853
11,0.0003827494645444973,0.0003726545160235699,0.00037077297878103816
12,0.00017431377134014212,0.00016397257512060955,0.000148911940861159
13,-0.0002328611664345913,-0.00025190084308700586,-0.0002575041316092698
14,-0.0001344950268395933,-0.00016280290348550422,-0.00013581955362501147
15,-0.00044067178736994876,-0.00047298449247942147,-0.0004664185022275478
16,0.0003101879974833337,0.0002681082190557088,0.000246716752974863
17,0.00012368831525623922,9.098764184659744e-05,6.562437365682809e-05
18,2.78328287240166e-05,1.4062772428686424e-05,-1.3021226946498006e-05
19,0.0006730512915933384,0.0006702025680330502,0.00065950078032326
20,0.00047829144868099524,0.00048801756614702866,0.00045942881441459653
21,0.0006588085228493387,0.0006574473189760909,0.0005554663590152478
22,0.0008883892106857033,0.0008962462475413983,0.0007913690312182999
23,0.0009948016535033077,0.0009889001987712968,0.0009553515307917794
24,0.0005259008353391152,0.0004973353815573084,0.00046277875712955193
25,1.9979500759581116e-05,1.6502355149277746e-05,4.559624703297885e-05
26,0.0008752519954733257,0.0008897251812508359,0.0009437683745061155
27,0.0009087935054444028,0.0009262012359528895,0.001027092433399887
28,0.001316330460317874,0.0013266029893388748,0.0013580974457673002
29,0.0011972414615048711,0.0011903892706249068,0.001211763054830601
30,0.0010574882694030635,0.0010940022295347197,0.0010738287967759954
31,0.0014070223866845736,0.0014149569497834515,0.0014024342116376349
32,0.000836947387215083,0.0008627609342726864,0.0007809249524135047
33,0.0005494446242576346,0.0005363016267315824,0.000387369458520592
34,0.00014253486392292472,0.00013334081504593327,-2.3435473335563177e-05
35,7.668700370075175e-05,5.9472142250858224e-05,-2.7071544039236203e-05
36,0.0004624438837750259,0.00043045302709937094,0.00043171780511326753
37,0.00013806187425565632,0.00010378848332496435,8.541550889575459e-05
38,-0.00012143888353539738,-0.00013455662757084228,-0.00015063085758632356
39,-7.060672559750664e-06,1.93643027686626e-06,1.0865536786125185e-05
40,-0.0005625396106637713,-0.0005620947434866718,-0.0005843350243923168
41,3.5485967257606574e-05,2.9859679309062543e-05,1.9379065184654368e-05
