split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,catboost_avgy_classifier_shared,0.0012423893388719138,0.0161979139060114,0.4374843313762467,7.04734219269103,-67.17191963787535
