horizon,V,C,Y_1,N_1
1,0.0010084047303240867,0.0010325951003009697,0.0011353353109572867,0.00111437030773987
2,0.0005999761474359914,0.0006159491658708526,0.0007272811581203481,0.0006835745063025637
3,0.0008663722326295908,0.0008923360901755169,0.001102603621201874,0.001026886012879163
4,0.000783440655609151,0.000815311413287988,0.0009088384344209577,0.0008393586726515055
5,0.000919897649243426,0.0009515574426752105,0.0010217535106625038,0.0009321583866467065
6,0.001440582584625504,0.001451307200271633,0.00140115523237339,0.0014188347670966263
7,0.0007419836721407332,0.000763744490250411,0.0008021585976777949,0.0008140961939549686
8,0.00048688869576834885,0.0004959706016375962,0.00047967497798079067,0.0004476832930186086
9,0.00010830843528370747,0.00011889447754430586,0.00013149774797021021,0.0001175734011786384
10,-0.00013490868915583452,-0.0001236587514661858,-0.00010487192341566275,-0.0001589197621585012
11,0.0003570965954628374,0.00036453047694302393,0.00033845472129557277,0.00030683097958689924
12,0.00015777184802971445,0.00016167154212681483,0.00020503231407353905,0.00012125424051019924
13,-0.00021125182043986129,-0.00021976270869779522,-0.0002691307660550208,-0.0002456427706127231
14,-0.00012118747320559232,-0.00012892694226125632,-0.0001883524537575658,-0.00011966671199540103
15,-0.0004039732520925597,-0.00041087402739367433,-0.0004888176608402293,-0.0004273027641366112
16,0.0002910374507982454,0.0002906455271490841,0.00019157676902279588,0.00023771646984496468
17,0.00012322736751937274,0.00011763768909483302,1.9048129184158397e-05,2.386244047372202e-05
18,3.2554611514331956e-05,2.2807147838044297e-05,-4.783062763881655e-05,-2.5349168761027313e-05
19,0.0006346098621074589,0.0006198198660615361,0.0005715737057091998,0.0005562073112948425
20,0.00045494958859589117,0.00045233118734634193,0.0003487145047169803,0.00040197447951742705
21,0.0006077865690237576,0.0006156357680544327,0.0005808579886363932,0.0005804605778898787
22,0.0008179655477036903,0.0008225549582976104,0.0008495370368760192,0.0007965121073414013
23,0.0009198960979656472,0.0009016890707271484,0.0009701407857264108,0.0009058566312603315
24,0.00047423670785752005,0.0004661460398876005,0.000552644060936373,0.0005183358190277002
25,9.805589830464459e-06,4.062691651690722e-06,8.383537585966807e-05,8.83708340311113e-05
26,0.000791132778933662,0.000812468627747317,0.0010226807302955556,0.0009322787779898403
27,0.000829899618992588,0.0008451607884557291,0.0010061438361491936,0.0009596739908905037
28,0.0011956471251196863,0.001228561545738566,0.0014580793546417532,0.00128885514776244
