split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,catboost_avgy_classifier_shared,623.0694119248647,11.037338177707554,0.23494414197539834,2.9197080291970803,-1.7304424883623943
