horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.0003073421464865066,-0.00028829275548975886,-0.0002819561521559199,-0.00028319227156741887,-0.0002998873490542024,-0.0003224422478846626,-0.0003483381474885842
