horizon,V,C,Y_1,N_1
1,-2.6112298985397302e-05,-2.5997938184967833e-05,-2.510907176612273e-05,-2.467155963355033e-05
2,-6.4827980920731865e-06,-6.4661561443328655e-06,-9.069919647870561e-06,-8.840002966899414e-06
3,-2.4734514390764766e-05,-2.475274309697464e-05,-2.7394466145399813e-05,-2.7304103780032932e-05
4,-2.221630098178288e-06,-2.178216280853732e-06,-5.080465026049712e-06,-4.57835438420036e-06
5,-2.428383609457839e-05,-2.398228678902856e-05,-2.8530922054473212e-05,-2.7897546781875206e-05
6,-6.827790232907093e-06,-6.609010184485823e-06,-1.907255877387159e-05,-1.7824856188815352e-05
7,-6.780647552856772e-05,-6.739890777766221e-05,-7.973773316775436e-05,-7.921050115971973e-05
8,-6.18165671271399e-05,-6.13106148645496e-05,-7.296327717174758e-05,-7.451634653962374e-05
9,-8.422812813397741e-05,-8.374021990385971e-05,-9.692700136053633e-05,-9.790549192210185e-05
10,-9.831792924440091e-05,-9.763181591893559e-05,-0.00010878943000579039,-0.00010866848980521571
11,-5.7682787180091883e-05,-5.673546513624181e-05,-6.802467382218408e-05,-6.869529349318282e-05
12,-6.603308410680532e-05,-6.473994008648911e-05,-7.634597924069926e-05,-7.616111496173553e-05
13,-4.131502427484351e-05,-4.001819099391991e-05,-5.361560467587348e-05,-5.294327889056003e-05
14,-7.291120493615407e-05,-7.148084025266387e-05,-7.965079833550432e-05,-8.228925190937457e-05
15,-0.00015080833527510385,-0.00014919219546728483,-0.0001544260693468471,-0.00015715219688849498
16,-9.004598217803698e-05,-8.839754636607355e-05,-9.438888848679796e-05,-9.699572223455393e-05
17,-0.00011169159714062561,-0.00011024262356054834,-0.00011742631410613865,-0.0001194424009409783
18,-0.00011452958538299627,-0.00011332952972402315,-0.00012247429294006838,-0.00012326318450085391
19,-0.00011066252217064699,-0.00011000425328184566,-0.00011669528976023911,-0.00011941705742203835
20,-0.00012427145484111848,-0.00012353434259570518,-0.00013218780397572795,-0.00013541670681729658
21,-0.00013078444605578603,-0.00012966962443830448,-0.00013638442901028463,-0.00013987021443383682
22,-0.00011563429552723114,-0.00011414677972727037,-0.0001150913994943854,-0.00012002882879649526
23,-0.00012087224655587164,-0.00011919300555310959,-0.00011982136717588314,-0.0001242098639442772
24,-0.0001456860604759676,-0.00014426950049132697,-0.00014818482615512114,-0.0001521097135084448
25,-0.00011656091926848827,-0.00011462778087437776,-0.0001239594505015389,-0.00012405247919573855
26,-0.00014241080932852535,-0.00014023025746300684,-0.000147337824471781,-0.00015114477642091297
27,-0.00012525357429088048,-0.0001230561406517039,-0.000133086210050181,-0.00013950052093893278
28,-0.00014480572695204687,-0.00014263909262917808,-0.00015196634298129673,-0.00016107392942062008
29,-0.00010532421513877105,-0.00010295033573815018,-0.00011559686794740956,-0.00012300525529960262
30,-0.00013249574317200953,-0.00013000021496761659,-0.00014474059738735025,-0.00014876047865107484
31,-0.0001281274328731403,-0.00012602655628561797,-0.00014667913514471902,-0.00015025937231411923
32,-0.00016055388388767246,-0.00015874647234826868,-0.00017766331390559607,-0.0001848835265450342
33,-0.00021502945847281678,-0.00021349116826921397,-0.00023019887543376357,-0.00023726545239185942
34,-0.00021649315983513694,-0.0002148637117400545,-0.00023742973519654732,-0.00024183114225999035
35,-0.00020999872132019994,-0.00020774027207736635,-0.0002342119539856913,-0.00023557592219901788
36,-0.00015956793032152197,-0.0001568801151911338,-0.00018265018689661488,-0.00018400985277129754
37,-0.00017964406915698238,-0.0001768703104607459,-0.00019756894930018204,-0.00020037827336432648
38,-0.00015103850646413556,-0.00014856432954675312,-0.00016951309592498523,-0.00017316435037153358
39,-0.0001822691950259736,-0.00017921661945336333,-0.00019200209144779718,-0.00019905609896731438
40,-0.00025148426311883353,-0.00024820394926876544,-0.0002582112680028231,-0.00026995282177782597
41,-0.0002315076193905802,-0.00022781567535391667,-0.000231332701273767,-0.0002470628851705308
