horizon,V,C,Y_1,N_1
42,-0.00021635293990546095,-0.00021244886668359502,-0.00022106277481922,-0.0002356901105380636
43,-0.00023154836600073754,-0.00022728989988263476,-0.00023494977585197354,-0.0002490344681779693
44,-0.00023519600330259048,-0.00023095797996368456,-0.00023686224457002958,-0.0002538204040417411
45,-0.0002461703658227252,-0.0002424470141333632,-0.00025455054456968013,-0.000269651095416879
46,-0.0002459008679726994,-0.00024231873159637825,-0.0002567984346286819,-0.00026849216893368237
47,-0.0002517944932977293,-0.0002478463984821556,-0.00025639758053054096,-0.00027059662120369575
48,-0.0002317491462497956,-0.00022758966103740908,-0.00023970676622436104,-0.0002538012417123114
49,-0.00030380843176694964,-0.00029852499659571046,-0.00031164024810154996,-0.00032751378105285117
50,-0.00025670838665569376,-0.00025074850385773875,-0.0002687920916043728,-0.0002840208392483487
51,-0.00026561663933803134,-0.0002596498264577855,-0.0002767785194118468,-0.00029466917140967016
52,-0.00023711669043879305,-0.00023129327606662747,-0.000249570531288515,-0.00026941143495129205
53,-0.00028153152382512787,-0.00027510375655030636,-0.00029120498084968206,-0.0003140947267407212
54,-0.00023815529525606923,-0.00023084971949239945,-0.00025018570249856506,-0.00026991315018784804
55,-0.00027014453661568434,-0.00026238972026486004,-0.00028490948244618366,-0.0003024069128113014
56,-0.0002552422738397796,-0.0002488447166424522,-0.0002874569040118268,-0.0002995309666867639
57,-0.00033090308031368394,-0.0003245956949830968,-0.00037135104218997603,-0.000375296052019297
58,-0.0003360353466002284,-0.0003303615092824556,-0.0003628791934191806,-0.00037544634840154886
59,-0.00034365030587453927,-0.0003382625020435808,-0.00037248383249808284,-0.0003865738871617018
60,-0.0003376822244365862,-0.00033225775926317677,-0.00037625887687763265,-0.0003845914423452295
61,-0.00028810082491415354,-0.0002818427094762222,-0.0003210753538167241,-0.000330766173472616
62,-0.000294634418090027,-0.00028870433842997044,-0.0003285728021157156,-0.0003327228556628984
63,-0.0002942805987568187,-0.00028836917187603463,-0.0003249684588448667,-0.0003315579701860515
64,-0.0003045327964714617,-0.0002997747910477165,-0.00033762641115649296,-0.0003431723249000038
65,-0.0004015372711701484,-0.0003953465290343422,-0.0004273069089847156,-0.0004401186039877789
66,-0.000357848490590371,-0.00035112175349916793,-0.0003811455230594535,-0.0003969416652492374
67,-0.0003193451973605403,-0.000311841202396755,-0.0003429563851606754,-0.0003600914957978573
68,-0.0003261530443163454,-0.00031765121186471545,-0.00034673737935581495,-0.00036479127159856373
69,-0.0003533877752337205,-0.0003445339924083451,-0.0003677283451961767,-0.0003891738529248537
70,-0.0003587397487144887,-0.0003498628024698581,-0.0003754127776934886,-0.00040009025473698126
71,-0.0003554266637130475,-0.0003465027740988905,-0.00037396956099183077,-0.0003973801829375887
72,-0.0003447619297410615,-0.00033497052390098333,-0.00035789977830128227,-0.00038264319762339367
73,-0.00037059040430843787,-0.00035992143436092334,-0.00038526837150940296,-0.00040634100496801374
74,-0.00040821224038933027,-0.00039744686851160506,-0.0004216408395086,-0.00044694573944709386
75,-0.0003552465075684389,-0.0003431590062048042,-0.0003730757530967465,-0.0003963023865642489
76,-0.00037077160292754523,-0.0003578729589275177,-0.0003829021310645525,-0.0004098456129171484
77,-0.00033961688109869406,-0.00032702370482979204,-0.00035879425432635675,-0.0003846263902115466
78,-0.00037136349208814176,-0.0003590596410913991,-0.00039216778653071183,-0.0004152800682400499
79,-0.00036301773300796204,-0.00034981445305513865,-0.00038750480956672165,-0.00040641010127630105
80,-0.0003772183049807022,-0.00036509367206764886,-0.00040378412170395347,-0.0004215554822253867
81,-0.0003736445753914557,-0.00036380644530278834,-0.00040443818472146487,-0.0004264632437464226
82,-0.0004241607518647396,-0.00041547183671953317,-0.00045969375193498195,-0.00047722078843737435
83,-0.0004022386452890415,-0.0003926529954305418,-0.000416447658546109,-0.00044814264059447596
84,-0.00040544583575296975,-0.0003952481558130067,-0.00042313342671536017,-0.0004560485344298017
85,-0.00042387054405877944,-0.0004133313247047088,-0.00045437547759105446,-0.0004771132934624241
86,-0.0003728265665996724,-0.00036177622217287717,-0.0003997779857173849,-0.00042345294477545714
87,-0.0003762002085344625,-0.00036567925358931263,-0.0004068315687948812,-0.0004216836959589753
88,-0.0003580524937131541,-0.00034762152969907274,-0.0003844113274424469,-0.0004020518900406542
89,-0.0004174543023893235,-0.0004061155123234265,-0.0004353998731449602,-0.00045608703685168255
90,-0.00050257810727764,-0.0004906812473975107,-0.000510433357028952,-0.000540665990026237
91,-0.000446651145309732,-0.00043404858213408467,-0.00045317341708208384,-0.0004831195948640611
92,-0.00041277836640485723,-0.00040029793059061887,-0.00042800883797952134,-0.0004557690105698526
93,-0.0004128993922514041,-0.00040000297422090745,-0.00043575779261483205,-0.0004597382604108094
94,-0.0004346252739156906,-0.00042278176145944644,-0.0004455395502661683,-0.00047695677308517694
95,-0.0004794445493034666,-0.00046856211108850667,-0.0004945930296131189,-0.00052455983410901
96,-0.0004569096002957171,-0.0004476253688767479,-0.00047779600758326784,-0.0005031753732935646
97,-0.00045201589353567265,-0.00044091244267100425,-0.0004591287823056432,-0.0004915188189121401
98,-0.00044645396663180685,-0.000435456983157259,-0.00045427307709650734,-0.000487160931039918
99,-0.00045403850387156283,-0.0004428825174880698,-0.00046056391235843136,-0.000496562512554734
100,-0.00039766526930790254,-0.0003851603967397487,-0.00040876951442473167,-0.00043981431292675023
101,-0.0004387714345993734,-0.00042552342436381126,-0.0004485499738844117,-0.0004765055936025976
102,-0.00041923936886720687,-0.0004067838664545568,-0.0004350609418406686,-0.0004632189968825751
103,-0.0004428821133310224,-0.0004302937907538296,-0.000456907798817911,-0.000485760777887152
104,-0.00039900867864921816,-0.0003861570208285683,-0.0004151815205588447,-0.00044027767409673274
105,-0.00046076331844278646,-0.0004476161455527403,-0.0004716778264837917,-0.0004993632955728601
106,-0.0004587493920247808,-0.0004466645206412255,-0.000475279338584773,-0.0005041647325943046
107,-0.0004940435150723852,-0.0004831164577419973,-0.0005262392576988126,-0.0005421025124948513
108,-0.00047414965763391606,-0.00046253359568020476,-0.0004812104227336218,-0.0005170562729704003
109,-0.00047031018758410834,-0.0004585388427425464,-0.0004812336931803765,-0.0005181081813880427
110,-0.0004985436867064586,-0.0004866325652088209,-0.0005071394839879942,-0.00054472264116887
111,-0.0004784079253692098,-0.0004652403350131869,-0.0004812245113189978,-0.0005197612120972888
112,-0.0004584144663656941,-0.00044660193868433743,-0.00046797965880380663,-0.0004971864420028168
113,-0.00044878697278614174,-0.00043601463197210727,-0.0004531701272118105,-0.000489661274711442
114,-0.0004657387317345208,-0.0004529046216410287,-0.0004684377415781573,-0.000507582943691847
115,-0.0005208805628700018,-0.0005061550009740425,-0.0005041482848212036,-0.0005562383708300735
116,-0.0004682683375665657,-0.00045293152191424983,-0.00045013302307091066,-0.0005021487794309314
117,-0.0004623341289831171,-0.0004460618806845441,-0.00045274246705254243,-0.0005021918917288855
118,-0.0004730129160186999,-0.00045698020247203236,-0.0004660619787044122,-0.0005149955137016163
119,-0.0004811499291453268,-0.00046425905798720766,-0.0004606041667803649,-0.0005141873414645917
120,-0.00048475899102811006,-0.00046923799807374107,-0.00047488561906477815,-0.0005216036542333731
121,-0.0005176817621809472,-0.0005015897484219983,-0.00050681544638755,-0.0005502784854868829
122,-0.0005295032913090794,-0.0005137039510944825,-0.0005092522227237422,-0.0005604574044893534
123,-0.0005137152745136457,-0.0004979946577708325,-0.0004959854318623249,-0.0005462263221695961
124,-0.0005265662349870702,-0.0005115815445728611,-0.0005128889184357896,-0.0005632606052816714
125,-0.00045589057808641465,-0.00044029905250865693,-0.0004529935045755971,-0.0004956648582589148
126,-0.0005076166138644121,-0.0004923411435984073,-0.0005018367530730745,-0.0005405766713078762
127,-0.0005190345567280781,-0.0005037334102550128,-0.0005157552311260632,-0.0005542119872320052
128,-0.0005251278818069161,-0.0005100493244644144,-0.0005206703051221444,-0.000558022611135951
129,-0.0005086642240317026,-0.0004919798992818655,-0.0005019800667117547,-0.0005360635632142475
130,-0.0005331727054089201,-0.000515825636397483,-0.0005237685225130475,-0.0005609577596201657
131,-0.0004994997131834936,-0.00048191091523047203,-0.0004941227611923554,-0.0005291166828323128
132,-0.0005432366688197624,-0.0005256863332136522,-0.0005415701401006123,-0.0005727629663045678
133,-0.0005391859220830814,-0.0005203983817647866,-0.0005244407351027369,-0.0005666540536418777
134,-0.0005584003710159279,-0.0005404075981561376,-0.0005461346864009712,-0.0005901320767432462
135,-0.0005618257269142155,-0.000543397844029917,-0.0005566234829216243,-0.0005954749762059631
136,-0.0004974100718162609,-0.00047764576691934103,-0.000484161154352941,-0.0005239437359022467
137,-0.0005357158608569763,-0.0005152101544534296,-0.0005230494368191705,-0.0005563652113559195
138,-0.0005427406520903903,-0.0005237363095079532,-0.0005311593526437721,-0.0005669461103362059
139,-0.0005483398188656891,-0.0005298914620564632,-0.0005392360082852651,-0.0005714337087849607
140,-0.0006137381930906063,-0.0005931095063222957,-0.0005880472591658355,-0.0006316973376754726
141,-0.0005356092356963394,-0.0005150552576381318,-0.0005163293342827604,-0.0005585122854551918
142,-0.0005526194150567601,-0.0005318695369762594,-0.000538419890215793,-0.0005779588113892563
143,-0.0005873664245447247,-0.0005659911780664039,-0.0005734673157711881,-0.0006140185559234587
144,-0.0005699346957851829,-0.000547017334507311,-0.0005433768975091839,-0.0005927594693992083
145,-0.0006139816413096451,-0.0005922633343530348,-0.0005957742953180046,-0.0006407542950604862
146,-0.0005994769243689428,-0.0005779891913943475,-0.0005925933874249963,-0.0006256870532050582
147,-0.0005756630834754645,-0.0005549834059755292,-0.0005568877021698241,-0.0006013523166176972
148,-0.0005705816985559415,-0.0005489360611121453,-0.0005504665231200107,-0.0005950316565361024
149,-0.0006002478630360837,-0.0005773730148009996,-0.0005768125615196456,-0.0006277157920549803
150,-0.000559730441014605,-0.000536040711402965,-0.0005448580038829493,-0.0005897390865772787
151,-0.0005799501539274981,-0.0005554937500709406,-0.0005651771706202373,-0.0006045880636286809
152,-0.0005492119930614336,-0.0005259327889150482,-0.0005398150833843368,-0.0005754069066072297
153,-0.0006150297986483314,-0.0005907261372759261,-0.0005972607379118006,-0.000635632917153744
154,-0.0006091061612594656,-0.0005849961211102739,-0.0005924386270823772,-0.0006264063614159573
155,-0.0006160817628159661,-0.0005908109632944072,-0.0005963317920353534,-0.0006334335112068765
156,-0.000593454564506293,-0.0005683570439363383,-0.0005800247910696424,-0.0006169591466776439
157,-0.0006114000318306369,-0.0005869645213905417,-0.0006068090725192351,-0.0006387568817383532
158,-0.0006361805796326,-0.0006115619920582806,-0.0006199786092243682,-0.0006554209434275081
159,-0.0006840858851999638,-0.0006587319197496676,-0.0006638155666652516,-0.0007016763264338177
160,-0.0006606586156102668,-0.0006365645146833947,-0.0006521062012583639,-0.0006826515398192653
161,-0.0006428091989929314,-0.0006131766180001968,-0.0006239525385971342,-0.0006591817741715537
162,-0.0006322152135560991,-0.0006026923570414304,-0.0006151679347931523,-0.0006478802557469354
163,-0.0006040122857466622,-0.000574888860856653,-0.0005949448965825885,-0.0006236527729107434
164,-0.0006179294784321824,-0.0005879802934808922,-0.0006112159511426924,-0.000638157068302282
165,-0.0006972689577049876,-0.0006638181476402058,-0.0006719055165687951,-0.0007112870909413454
166,-0.0006483933581071926,-0.0006153199970550918,-0.0006263010079042571,-0.0006663426839321141
167,-0.0006309921320991881,-0.0005971482566069154,-0.0006218707688456203,-0.0006529446205658267
168,-0.0006155147960335316,-0.0005818702286134725,-0.000608751833315943,-0.0006391894754528256
