horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-2.393680397327606e-05,-2.064154677658307e-05,-1.5420460734434126e-05,-2.8373827076727396e-06,-3.859574278850005e-06,-7.111598893262708e-06,-6.5451438700465355e-06,-1.121157298099224e-06,-1.4679505581646977e-05,-2.108342202173609e-05,-6.370742981833217e-06,1.8813306791666714e-06
