horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
shared,-1.810077894378212e-05,-1.4812901653762054e-05,-9.61144265535516e-06,-1.8776568389068595e-06,-2.4863795965749547e-06,-4.537245893170382e-06,-7.33452044751413e-07,-1.1187430493366456e-06,-8.857345684850526e-06,-1.5261691858677416e-05,-8.064916201840564e-07,1.8835371586157938e-06,-6.931405710532214e-06,-1.0875394180212054e-05,-8.463255635400453e-06,-1.3086832099409714e-05,-1.0710869416710298e-05,-1.0477112659820371e-05,-1.1346355266803746e-05,-1.3226795782719877e-05,-7.951488043469221e-06,-1.066435370643308e-05
