horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20
shared,-0.3047701716336488,0.21017947954319782,0.0007403338080627397,0.0035469494439956998,-0.0005150318371591793,0.0018154157803095912,0.0018196424613764247,0.00030728610338573794,-0.002307609818349017,-0.0017852878786247504,-0.000709833802120901,-0.0011901000850495114,-0.0001843214621116348,-0.001893495429083928,0.0012319646052515916,-0.0007891710350931124,0.001439682624894856,-0.00016367902016474427,0.0016980417096202156,-0.0024839667046785228,-0.0010636460149237672,-0.002685460358959247,-0.0017761187001310015,1.8427158494949964e-05,-0.0011607536355398834,-0.00024486881802018395,0.0019892551381420734,0.005752425981215231,0.007267313802710446,0.005933189829481903,0.006778963717583744,0.004117698780967742,0.006943564774820507,0.009021061455235678,0.0036909845145395898,0.007785290668375664,0.008414997324965375,0.004809283643157176,0.004866543249916677,0.010113199671845437,0.00926596721837832,0.012079241437049417
