horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.015630781824968798,0.008854251048077457,0.00031290995182197,-0.001890872466514171,0.020607426354902567,0.0020911147211931493,0.01050026974241849
