split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.0016450970514001553,0.02435542789011442,2.1347327070640385,0.0,0.0
eval,context_forecast,0.001759308032531263,0.025239154319563636,2.2685928002428573,48.86363636363637,-6.2705786413382185
eval,aggr_y,0.005267736575431349,0.04843244563432204,7.202839918985386,15.909090909090908,-237.41179376464729
eval,y_mean,0.004808749615589248,0.046273032558862184,6.936086687190298,18.181818181818183,-224.9159327647022
eval,aggr_y_mix_shared,0.0016450970514001553,0.02435542789011442,2.1347327070640385,0.0,0.0
eval,context_ridge_shared,0.0016296167528483793,0.024267025940128202,2.111764871202984,62.5,1.075911554877655
eval,aggr_y_ridge_shared,0.0016296946080510384,0.02426796931314778,2.1116366352493046,62.5,1.0819186747974017
eval,y_ridge_shared,0.0016193462825821927,0.02421448433218384,2.096448855684075,62.5,1.7933791548365148
eval,cov_y_ridge_shared,0.0016153772781628555,0.024194625752761358,2.090844857752901,62.5,2.0558943593222927
eval,cov_horizon_ridge_shared,0.0016240926282169905,0.02423835591180404,2.1035028283735806,62.5,1.4629409380909932
eval,residual_ridge_shared,0.001608119191204521,0.024159465188621984,2.0808030132783095,60.22727272727273,2.526297255261531
eval,full_ridge_shared,0.0016055964974255284,0.024147789501714142,2.0773543430671357,60.22727272727273,2.687847701355405
