horizon,V,C,avgy
1,-0.08211078122401015,0.043377370489930775,0.04950031040244483
2,-0.08816726283944348,0.04229499609088038,0.05228129404984249
3,-0.09084100194433423,0.012855600035129854,0.08724039509416695
4,-0.10745634007247547,0.006620260082122364,0.10799824049885201
5,-0.030119064932381905,0.0390525128888215,-0.0006142375267569525
6,-0.0034891904108436548,0.02019697622746056,-0.0017232399621015147
7,-0.08317858430987987,0.05144889793605759,0.03761054010680825
8,-0.04150310000054179,0.07229128662878606,-0.027681030219165542
9,-0.0462270572647878,0.07604258091853339,-0.0315721633381094
10,-0.07113001698054015,0.06309024275418174,0.004237116790549091
11,-0.06535728376606123,0.02742786258453177,0.040475081478238265
12,-0.07312825751026646,0.06956962141684675,0.004008285434377804
13,-0.0875395962560381,0.04502769463705799,0.0383815209678399
14,-0.1321692754319543,0.05360981497874532,0.0752579945828978
15,-0.11301387719939078,0.08846347370261633,0.017446113920487807
16,-0.06592281827444217,0.08898929276411911,-0.02078901266781391
17,-0.04328217492457395,0.05792089717996104,-0.014861019224234159
18,-0.027478198383391113,0.023656428150099412,0.0024133803168212434
19,0.011610252196820705,-0.04104974925530556,0.036943670738391506
20,0.020259594841291813,-0.04040595773020576,0.025551948287059076
21,0.04765912649287601,-0.010161445526324876,-0.031191678929959197
22,0.06514551689445061,0.02552650226108864,-0.08348093014815632
23,0.011368302911736987,0.016855129796736885,-0.01876203609593772
24,0.015487480539351017,-0.007919540784369145,-0.005038203069473874
25,-0.04795772774192785,0.01832070150250906,0.024768006663380217
26,-0.08330497419755951,0.04538717800390839,0.04586800350438127
27,-0.11196977863455314,0.1087403738351528,0.01099587866727277
28,-0.16142761676046985,0.09764430413635303,0.07599997688695247
29,-0.09699080694646883,0.07619899191772803,0.03097969456302709
30,-0.043053603097119926,0.06400488600602078,-0.013865838868467881
31,-0.03230189395123372,0.07907260534755829,-0.03454144571526703
32,-0.17561391833901369,0.16440259946917635,0.015548382020962722
33,-0.11705530603813823,0.13585491983066436,-0.0177018500899129
34,-0.1120528051394486,0.16685244361912435,-0.05705918407601458
35,-0.1519972807984712,0.1691275710733116,-0.019412069189287152
36,-0.143660857073348,0.15527395237471525,-0.008507980934024538
37,-0.14382584848191232,0.13615337952344359,0.007226687039153285
38,-0.24023893593993548,0.16703157868722693,0.06821317463363526
39,-0.2859692943918096,0.20208079592833975,0.08112760203623798
40,-0.2147458502176338,0.16690748337429231,0.03858617886209875
41,-0.13236378936258078,0.1256664168771708,0.00486545335648501
42,-0.13220063449559463,0.11424457045622377,0.016827277699158726
43,-0.1376782971929126,0.06329567080187198,0.07413624841644925
44,-0.1281099141579547,0.023473987152141693,0.11174520282505104
45,-0.0858039989674995,0.01775852572866651,0.07344477303727379
46,-0.034212510052958604,0.06131139424827762,-0.025567589524979405
47,-0.08535603765185378,0.11451635797131998,-0.028317131107578875
48,-0.12090954018667523,0.11887570146013825,0.00692566961593224
