split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,522.231464480441,10.029298459526881,0.20414793833927575,0.0,0.0
eval,cov_forecast,564.3914248418571,10.399978723456947,0.22469706186421165,39.62460896767466,-10.065800170259415
eval,avgy,957.815298008007,14.846240137081065,0.3917556938830812,29.770594369134514,-91.89794277129461
eval,y_mean,888.7692549219224,14.53585189805592,0.3671566790113346,31.282586027111574,-79.84834037420097
eval,cov_ridge_shared,502.16750540707125,10.208059879341631,0.20025191798643793,45.20333680917623,1.908429928086256
eval,avgy_ridge_shared,502.7247386380713,10.208481283048243,0.2003035817410804,45.35974973931178,1.8831229105073637
eval,y_ridge_shared,502.513924278623,10.211953034794067,0.20026913378171238,45.151199165797706,1.8999969282653941
eval,cov_y_ridge_shared,502.19963580310036,10.20641189583948,0.20027229678270228,45.25547445255474,1.8984475611664002
eval,cov_avgy_ridge_shared,502.1687203929499,10.207529426096135,0.2002559800247607,45.20333680917623,1.9064401757743763
eval,residual_ridge_shared,502.7505370454251,10.226723966625231,0.2004629366471309,45.20333680917623,1.8050643675963502
eval,full_ridge_shared,502.3733848098257,10.214884618746863,0.20038092678357658,45.20333680917623,1.8452361490120606
