split,baseline,mse,mae,nmse,relative_nmse_improvement_pct
eval,vanilla,11.826530502686918,1.7985507086392596,0.954082120672018,0.0
eval,context_forecast,13.05258612012738,1.9015415872743013,1.0590485056168406,-11.00181867687536
eval,aggr_y,15.370462985073145,2.1992953358520455,1.6022757577882891,-67.93897748127895
eval,y_mean,13.734193672465272,2.1119923089621992,1.4038700685204433,-47.143525499839804
eval,aggr_y_mix_shared,11.269976379486163,1.8157745185104515,0.9843301544738627,-3.1703805308225648
eval,aggr_y_mix_horizon,11.309342697433863,1.7964100993707501,0.9671858007515675,-1.3734331453900122
eval,context_ridge_shared,10.89833712636053,1.7932887787038176,0.9607253412073657,-0.6962944165297315
eval,context_ridge_horizon,11.028116026274128,1.7938002691773047,0.9683467996776691,-1.495120671122483
eval,aggr_y_ridge_shared,11.340497720227381,1.7960024066239895,0.9712901370884073,-1.8036200494218042
eval,aggr_y_ridge_horizon,11.364316705952668,1.790334460466825,0.9766949850708906,-2.370117195252013
eval,y_ridge_shared,11.241616080336666,1.796155353938415,0.9692715105226819,-1.592042186050511
eval,y_ridge_horizon,11.308523091719522,1.7910648197184855,0.9743390431197132,-2.123184368388225
eval,cov_y_ridge_shared,11.243945762634548,1.7963335586794156,0.9695903862607066,-1.6254644388226402
eval,cov_horizon_ridge_shared,10.917846573728,1.8036501026234752,0.9822008621322201,-2.9472034797587825
eval,cov_horizon_ridge_horizon,10.975459242945005,1.7940025799387962,0.9777649407673605,-2.48226222693087
eval,residual_ridge_shared,11.042616696989977,1.8232551309713136,1.0044694838072796,-5.281239637922438
eval,residual_ridge_horizon,11.331434154790788,1.7893255713622795,0.9721528889155165,-1.8940474673993652
eval,full_ridge_shared,10.888708805716062,1.8254576835864615,1.0031695525222635,-5.14499022533513
eval,full_ridge_horizon,11.33924107108752,1.7900326618428506,0.9734901963169725,-2.034214374679217
