horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.01394416373842746,0.0012574021188711923,0.0009797966927916862,-0.0007008651487416975,-0.0010710609752371634,0.0006104197556894657,-0.001710083692958583
