split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,6013207.568605875,217.9269616104206,0.24884581384924973,0.0,0.0
eval,oracle_cov_shared,5794472.652779641,211.17732809709636,0.23170423657806305,36.43683552220138,6.88843304455626
