horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.20967928829246796,0.09209954120234384,0.019663082651658646,0.022235181469419038,0.023061231769692592,0.0245466505609484,0.025763578351537048
