horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.3042271160134131,0.1418069980588585,-0.006332007053043427,0.0011579054577826617,0.0011344719596855157,0.0005056981363214851,0.0010350281833181524,0.044877641381895594,0.02774889371918623,0.02693878125546447,0.03174845578109771,0.03199741999111527
