horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
1,-2.1055388433020917e-05,-2.1003143767062063e-05,-1.9689147129474047e-05,-2.0681521604548888e-05,-2.0525002726717057e-05,-1.9614449504703728e-05,-2.06117519600353e-05,-2.042361382465059e-05
2,-6.515942644376182e-06,-6.3088343014271344e-06,-4.095695004703933e-06,-5.112451098421448e-06,-5.102243355868729e-06,-3.90091709331122e-06,-5.119204473194678e-06,-5.273844018384621e-06
3,-2.4534621267694505e-05,-2.3820687657914612e-05,-1.9825727044546472e-05,-2.2550289534735494e-05,-2.1790068062849613e-05,-2.0439909675471054e-05,-2.2974830478684777e-05,-2.1570199062949174e-05
4,-9.104701821555748e-07,1.6814557579193382e-07,3.6766824371603882e-06,2.4235884591701335e-06,3.54535889693524e-06,3.600075308722192e-06,1.935513800061628e-06,4.231028700792179e-06
5,-1.5431558072921763e-05,-1.3796070054206357e-05,-8.734918970146112e-06,-1.2978261560764386e-05,-1.134946632023643e-05,-8.324466650276418e-06,-1.3333509643890203e-05,-1.0280971610623837e-05
6,1.3495321360205533e-06,3.3874529106686934e-06,9.196187715217463e-06,2.7157174250237746e-06,5.584598524423298e-06,9.801246258744272e-06,3.4044874398477885e-06,5.4812139028618365e-06
7,-3.962537778651107e-05,-3.692718402890986e-05,-2.9603212472274778e-05,-3.7509269159237626e-05,-3.3060384732928525e-05,-2.87861491983038e-05,-3.6546762548177555e-05,-3.278233365337074e-05
8,-3.123073303987686e-05,-2.7931059383229725e-05,-1.97130728457484e-05,-2.824197182559118e-05,-2.519563922709691e-05,-2.0334930369626492e-05,-2.730693587673783e-05,-2.5266956092336126e-05
9,-4.887787850086192e-05,-4.580130862940665e-05,-3.7004524972056406e-05,-5.449486355084446e-06,-7.0856410917117055e-06,-3.865076567702635e-05,-4.391244909388358e-05,-4.2430537888592145e-05
10,-5.358840797842229e-05,-4.97573123917674e-05,-4.2283892520117595e-05,-5.839073101313774e-06,-7.751907883239249e-06,-4.231527315656386e-05,-4.749207401242125e-05,-4.572451737486307e-05
11,-8.277173681626105e-06,-4.7927778685148815e-06,1.4356241752750055e-06,-4.809558708353701e-07,1.7472171613571932e-07,1.942547412514026e-06,-2.697589619390974e-06,-1.6610221184079917e-07
12,-7.340166204151889e-06,-3.6232477153529106e-06,2.4321379754438543e-06,-5.370431148109804e-07,3.454208261670989e-07,2.3922355980422215e-06,-2.3543127395702452e-06,1.3409365121547799e-06
13,4.399251142059741e-06,8.243866446237825e-06,1.3473705040773814e-05,7.988847603182233e-07,2.8466725743797787e-06,1.5340858804122013e-05,1.0319385546840953e-05,1.4735192816539807e-05
14,-1.658075522203546e-05,-1.2211122486107835e-05,-7.365211245634182e-06,-1.1106716116310512e-06,-9.386643936257118e-07,-6.796705124719392e-06,-8.62617472497071e-06,-6.381982694667846e-06
15,-7.819058584047889e-05,-7.250151410783855e-05,-6.661986424861231e-05,-7.886522455627926e-06,-1.128005528809322e-05,-6.537353503681798e-05,-6.863503661755246e-05,-6.651451877711248e-05
16,-2.4188968499391595e-05,-1.9617407500118842e-05,-1.4584020310221507e-05,-1.5247338052256287e-06,-2.6069821042165157e-06,-1.273864011104197e-05,-1.4704508423827777e-05,-1.2623004577572417e-05
17,-1.7298126861642142e-05,-1.3020048852557769e-05,-7.681451136158366e-06,-4.5673294498952514e-07,-1.4484145079632621e-06,-5.18282413209907e-06,-6.294476301011805e-06,-4.331071616673019e-06
18,-2.254918455204828e-05,-1.8909955791122464e-05,-1.506563811148565e-05,-1.1989462324437058e-06,-2.082294874789118e-06,-1.002949945773251e-05,-1.1422326866443407e-05,-8.034834694444879e-06
19,-1.6500512373021508e-05,-1.3629907512776454e-05,-8.889679620279688e-06,-5.567073290166791e-07,-1.3927602917164163e-06,-2.174953912665625e-06,-4.3191494663693245e-06,-1.4220593540387478e-07
20,-2.75194441865393e-05,-2.541344155299909e-05,-2.1467755088633373e-05,-2.0182317770554235e-06,-3.4807220428755497e-06,-1.2531503580259863e-05,-1.600877316556873e-05,-1.1254851139062153e-05
21,-2.749775527999003e-05,-2.4163347961096113e-05,-1.946272376875141e-05,-2.209762542535929e-06,-3.181451453009858e-06,-9.5351998411923e-06,-1.525369624960475e-05,-1.1640442989940309e-05
22,-1.7012251792034975e-05,-1.2039484909907561e-05,-5.855348157156316e-06,-7.958185588573188e-07,-1.1643276477192161e-06,2.114576728042599e-06,-3.9833531132269865e-06,-8.842461009781623e-07
23,-2.247098516922708e-05,-1.6832114067043558e-05,-1.088085776893405e-05,-6.829298560638275e-07,-2.4497015348510452e-06,-2.6021169753677104e-06,-7.508178742639947e-06,-5.775607952040831e-06
24,-4.263306069892348e-05,-3.7414632762202855e-05,-3.1443454901200005e-05,-3.074301936725606e-06,-5.640498805245834e-06,-2.2026084404912874e-05,-2.7032598685591314e-05,-2.70002099924351e-05
