horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,-0.025159525297114745,-0.023182530712976022,0.0019971349853512054,-0.0025447180618972816,0.001420611150065147,-0.0024826108275801473,-0.0015799997964618547,0.0001977153885255269,-0.0037218107428813986,-0.0012968537376588647,-0.0020696076261588463,-0.0006651824648195044,-0.0020739675265559906,-0.005226720944850804,-0.0014295135206373085,-0.0028615078093525213,-0.005249752645191384
