horizon,V,C,avgy
1,-0.02124695384189077,-0.010362111185248655,0.05354362312848065
2,-0.02429222339751281,-0.015205658954682996,0.06224993238695988
3,-0.0437360434562476,-0.0030420272552698045,0.06908398619272449
4,-0.03563501919492651,0.011221600577136554,0.04975116321161943
5,-0.01970816378396734,-0.0021095516552130937,0.04589861914381869
6,-0.05905538735858907,0.04063251373737105,0.046399437272762016
7,-0.10202335829300348,0.07565217013185588,0.04841147838504827
8,-0.11382545802576666,0.03888217914663965,0.08456767025414544
9,-0.09469573221457066,0.03475060671511577,0.07306378565443049
10,-0.10712828193493212,0.016664219689068015,0.09771048212795987
11,-0.0908064842361264,0.0010789719093710602,0.09679095278593959
12,-0.0965751539764591,0.014003545249396352,0.0882530470932186
13,-0.09868667550545399,0.03679371304840506,0.06360768276300642
14,-0.09145945459370756,0.01400120391250234,0.07964264142745799
15,-0.11045934317773619,0.061403589933382255,0.05484551000160373
16,-0.11759404438383993,0.06266654435894599,0.05950146399336156
17,-0.06852972467882786,0.0038073144113894117,0.06489739458398243
18,-0.07443467226991983,0.008652100189605461,0.06669821184371516
19,-0.05737185533423334,-0.009792830767246852,0.06979514032572158
20,-0.07140589635959604,-0.034704303155639826,0.10650004721457108
21,-0.054966366220293196,-0.03686203110968537,0.09047002142386007
22,-0.04158726442039149,-0.027785346372516628,0.08157741246099952
23,-0.04407802618216674,-0.023973814999811327,0.07666374675863578
24,-0.05247767821100438,-0.02548791124620934,0.0806659778879486
25,-0.05201848104446731,-0.02937053979885846,0.08289148593692079
26,-0.053053974544402575,-0.020100143307306518,0.08504226799211269
27,-0.05780600505550963,-0.017709363653851683,0.08726912122891699
28,-0.07398856640259896,0.006117396067424107,0.0784097820484482
29,-0.05304207112987232,0.0007032661995327013,0.06261574040720193
30,-0.0321402146027933,-0.009883875185529264,0.05350176552865761
31,-0.052992129165783955,0.020199088993046694,0.04593660047566384
32,-0.08800451900072752,0.038802437250050385,0.056507730804081294
33,-0.09156838367278805,0.00750300829440358,0.08754708919849542
34,-0.10086690635302697,0.031783014429777094,0.07999923692736638
35,-0.10121390618761997,0.007050013124163219,0.10404966665802584
36,-0.09054246159570259,-0.014324294001393869,0.11184997294575419
37,-0.09778155354665471,0.01329108901125807,0.08902617275668799
38,-0.10164874807049724,0.04257192146395214,0.06240868288026158
39,-0.1106134963657726,0.0199380623086356,0.08752023949888373
40,-0.11704131010791326,0.0370282728647569,0.07119521493216587
41,-0.10724166795626813,0.022237747158915622,0.07221689388195984
42,-0.09348239777591635,0.01278140828479085,0.06434975220222512
43,-0.09747647340570667,0.017723131078574,0.06685567762413627
44,-0.07369910413291349,-0.015192256106583004,0.07748043798968274
45,-0.10191921679880406,-0.02050150584329605,0.11472975547998215
46,-0.09593270308041743,-0.00957250750067134,0.0997807121681055
47,-0.08745085421577975,-0.007774155742695645,0.09560819233834338
48,-0.06913259873424957,-0.017832079654283725,0.08384763973089325
49,-0.047708201479340046,-0.03798170880987112,0.08621571001895466
50,-0.051688627049267084,-0.036773178702030666,0.09077540194954586
51,-0.06848963431920467,-0.016652741492860043,0.0995593863950469
52,-0.08581870930831464,0.003369554056064258,0.09564667504653747
53,-0.09618394444463003,0.02223547867628961,0.08385161247710796
54,-0.0673483224474507,0.024819746470928845,0.05597093762229166
55,-0.05393840120902625,0.009544021676315115,0.055020663115507545
56,-0.07679210091017775,0.01940237199906611,0.05972724105841228
57,-0.11217606075900095,0.04784349364389134,0.06340440786918923
58,-0.118815797212319,0.02388517283663812,0.09293650061145271
59,-0.1227407393116014,0.049756178004729236,0.07957668587784356
60,-0.13504086864376216,0.036929726590153894,0.10434223491181019
61,-0.1146090218823309,0.010186433100755404,0.11138015805687439
62,-0.11807734323234909,0.01970454012468858,0.10240129507075399
63,-0.12469434947671033,0.03662277146001039,0.08197695335853741
64,-0.12867427040558302,0.0255565951226347,0.09103477009294669
65,-0.11350306906500061,0.022423209236727724,0.07772262405100061
66,-0.11902007930072903,0.025102612003100294,0.07815340887722394
67,-0.10393109684781912,0.021624404314033306,0.06556706136890873
68,-0.09903428553687704,0.01491299345719053,0.0692773892331634
69,-0.0929908045707947,0.002276935493719943,0.07679387447725111
70,-0.1150324717742017,0.007386747142698292,0.10232064782799746
71,-0.10068394434485041,-0.010151375104214015,0.10399170240797322
72,-0.10109851422801973,-0.01538661408226259,0.10615324874126196
73,-0.08533503258809295,-0.01813470099175981,0.09090371252155448
74,-0.0698567010018995,-0.031194417045117835,0.09505492447634006
75,-0.09424405298845782,-0.0052067217501417865,0.09676678579709545
76,-0.11762312665549801,0.017424850430600616,0.10821679448042475
77,-0.11993777150374181,0.025807655981852553,0.10447310677504687
78,-0.12693624253444932,0.043089429596695004,0.09233871243176642
79,-0.10111292977951143,0.035471315472729074,0.06847821216723982
80,-0.0839269113071031,0.021235985411347143,0.06181894635680268
81,-0.0863776323778035,0.02141356124212862,0.06432242862195524
82,-0.11391348646425226,0.04605401403928665,0.06759604282566556
83,-0.10811352182291992,0.014988024545442175,0.09282193108238898
84,-0.11959400413098989,0.03777800496885083,0.08944720533041779
85,-0.1387184262184245,0.023471856933824413,0.11953328698644623
86,-0.10736598098927631,0.0019000397943149021,0.11515458956077451
87,-0.11756599750795964,0.021969231114361058,0.1012764530755043
88,-0.1354642731490649,0.03136165122316977,0.08943978325549307
89,-0.14109773065500508,0.026957795825946523,0.09248501655793019
90,-0.15776565810019455,0.06538839897602618,0.0706351862647366
91,-0.17165630931288647,0.08009167469410361,0.06978114376701239
92,-0.13866231730675163,0.03947212728993783,0.07408906941862546
93,-0.11455890265375442,0.021511389297505026,0.07356428462222865
94,-0.11293380502115287,0.011411932254182883,0.08525331187187665
95,-0.12735695535218014,-0.0022948778537454154,0.11504699684723067
96,-0.12015154365966078,-0.0002536469915083034,0.10531431713058581
97,-0.09514295534151852,-0.020606340038010523,0.10750139409952861
98,-0.06785660226801944,-0.027779602791773342,0.08970792109201367
99,-0.05755224939223591,-0.03037931567228267,0.09033926576145113
100,-0.10284185404845635,0.014245634168779097,0.0926868092292505
101,-0.15713840692037376,0.06671444666166076,0.10352462910461015
102,-0.1261817674161634,0.0549166635506251,0.09062473844492705
103,-0.10299273061766542,0.03983056201547003,0.07669799152825987
104,-0.09054706729067787,0.025347489120580304,0.06117259714815072
105,-0.08875854002123358,0.024686069930301213,0.05716448802213919
106,-0.09481334828632096,0.03053279665651041,0.06021054653712065
107,-0.1194257971231271,0.04767234809244148,0.06676999878606638
108,-0.11785800733736117,0.02016696251801044,0.09215026133163179
109,-0.10856866755289053,0.02820039751028745,0.08658137910206884
110,-0.12318373828894832,0.00843141734688239,0.12016635390124163
111,-0.11557229537994669,-1.643353231582217e-05,0.11901517455307006
112,-0.13319712275621146,0.024421232709975555,0.10535644124885926
113,-0.11970860131408351,0.006644078816605993,0.09786807199194346
114,-0.13213253948192136,0.021498445663464795,0.09053087572260385
115,-0.15128465445321465,0.06451532000131334,0.069580119624569
116,-0.1590162814719177,0.05958064027424663,0.0789258241640499
117,-0.13318338173120825,0.03537050154284553,0.07436433476600311
118,-0.09212116673923937,0.014356250621387545,0.06469207818710838
119,-0.08078493448269876,-0.008327983221969053,0.07615304126128683
120,-0.10411581866784521,-0.025702812761581314,0.10889059195868367
121,-0.08738632643124962,-0.026882349446367748,0.09559747892459526
122,-0.08983300143508045,-0.02884702796768689,0.10730478515676432
123,-0.07284411423395738,-0.025834827347854007,0.09008403941651442
124,-0.05370901974484913,-0.04258499259876235,0.09574898369932264
125,-0.07648013660677085,-0.01874749782129716,0.09866012641994186
126,-0.09702206596739872,0.00033163715146793506,0.11013237721518196
127,-0.08276518284788684,-0.00042258396669566924,0.0957140994639077
128,-0.0881571409244148,0.013281084996910324,0.08157234637779545
129,-0.058177745951026406,-0.0036458180903207087,0.05997935714533428
130,-0.06849639764643049,0.009589000652857815,0.05639798864181869
131,-0.08226390322036578,0.022261433252606152,0.05892724361435931
132,-0.1136854858030256,0.04179782148314928,0.06651804049816494
133,-0.09373573308366455,-0.0009704639069578471,0.0895810699874495
134,-0.09020907986231601,0.02384540939690259,0.07736985239646312
135,-0.11386635450895377,0.018409823427489366,0.10243550874949554
136,-0.11159656184570645,0.005832263541862438,0.10288203685469849
