split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,803.7205302557222,12.375149571967473,0.27666939970463217,0.0,0.0
eval,cov_forecast,821.0519973404749,12.432325407455382,0.2841303435438454,43.57102751263335,-2.696700049654366
eval,bayes_cov_shared,803.7205302557222,12.375149571967473,0.27666939970463217,0.0,0.0
eval,bayes_cov_horizon,813.0201326036321,12.413832132035491,0.2801970250202075,45.70466030320045,-1.2750326994388823
eval,oracle_cov_shared,768.9163394211372,12.058927112467318,0.2649973006142816,43.57102751263335,4.21878932141086
eval,oracle_cov_horizon,726.4781237838074,11.374663517149507,0.24923038292995345,100.0,9.917618935802867
eval,catboost_cov_classifier_shared,820.2646165527208,12.435625800008555,0.2833357317995461,33.9135317237507,-2.409493822602274
eval,catboost_cov_regressor_shared,816.191190999575,12.425727499735336,0.28238112177533164,32.39752947782145,-2.064457463238515
eval,catboost_cov_regressor_shared_soft,808.1710690866469,12.372904591041952,0.27917032236273887,47.669848399775404,-0.9039390191964279
eval,catboost_cov_regressor_horizon,813.4048637783409,12.497032623425593,0.28145281714294335,51.431779898933186,-1.7289289829008474
