horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15
shared,-1.337455863887858e-05,-1.0065678766242483e-05,6.9691867817314e-08,-9.947463229165947e-08,-4.073960133334961e-08,-9.626110914427481e-06,-1.093841515076937e-05,-1.5190972085453552e-07,-8.327788034572371e-08,-2.901803293492629e-06,-1.799246591102234e-08,-1.5003718649158602e-06,-1.2316141263549345e-06,-2.0198635413373153e-06,-1.1455274017122315e-06,-8.225028572467045e-07,-1.3694921196681484e-06,-2.4655563531223663e-06,-1.1253951585607142e-05,-6.4646339173681315e-06,-8.350051285976005e-06,-9.987469408861683e-06,-9.037962467330877e-06,-2.1113893989277384e-05,-7.977598263151055e-06,-3.440357257258773e-06,-1.2104993419967191e-05,-1.7140587381642757e-05,-1.1494304630779085e-05,-1.4055579366039881e-05,-6.2036546185459414e-06,-1.888168444227458e-05
